top,left,line_height,font_size,bold,text
84.6,96.0,12.0,12.0,False,Evaluation and Awarding of Contract
124.0,90.0,11.0,11.0,False,The contract will be awarded to the bidder whose submission offers the best value; the contract will
136.7,90.0,11.0,11.0,False,not necessarily be awarded to the lowest bidder. We reserve the right not to award the contract to
149.3,90.0,11.0,11.0,False,any of the bidders responding to this RFP and we may seek further response.
173.9,90.0,11.0,11.0,False,"Specifically, proposals will be evaluated proposals according to the following criteria:"
211.4,126.0,11.0,11.0,False,Quality of the proposal /approach outlined for undertaking the business planning process
224.1,126.0,11.0,11.0,False,Demonstrated experience
236.7,126.0,11.0,11.0,False,"Cost, including expenses"
249.3,126.0,11.0,11.0,False,Timeline and projected completion date
262.5,126.0,11.0,11.0,False,Other relevant factors as determined by the ODL Steering Committee
287.8,90.0,11.0,11.0,False,Questions regarding this RFP should be directed by e-mail only to Michael Ridley
300.5,90.0,11.0,11.0,False,(mridley@uoguelph.ca).
325.8,90.0,11.0,11.0,False,Bidders are asked not to contact any other member of the ODL Catalyst Team or the ODL Steering
338.4,90.0,11.0,11.0,False,Committee.
733.7,516.6,9.0,9.0,False,8
