top,left,line_height,font_size,bold,text
73.3,90.0,11.0,11.0,True,Local points of entry:
98.6,114.0,11.0,11.0,False,"We will provide the licenses, infrastructure, services and support that enable local"
111.2,114.0,11.0,11.0,False,"libraries to provide exceptional services to their clientele. ODL will focus on support,"
123.9,114.0,11.0,11.0,False,"providing the underpinning, not overshadowing."
149.1,90.0,11.0,11.0,False,Services envisioned for the ODL&#x2019;s include:
174.4,90.0,11.0,11.0,True,Access:
187.2,108.0,11.0,11.0,False,"to the &#x201c;deep&#x201d; web (i.e. Commercial, purchased electronic services)"
199.8,108.0,11.0,11.0,False,to credible web sites and electronic resources
212.4,108.0,11.0,11.0,False,to digital government information
225.1,108.0,11.0,11.0,False,to local digital collections
250.4,90.0,11.0,11.0,True,Guidance and Advice:
263.0,108.0,11.0,11.0,False,to support e-learning
275.7,108.0,11.0,11.0,False,"to support citizens, in real-time, as they try to use electronic resources"
288.3,108.0,11.0,11.0,False,to assist citizens as they use web-links
300.9,90.0,11.0,11.0,True,Training:
313.6,108.0,11.0,11.0,False,for library workers
326.2,108.0,11.0,11.0,False,for the general public
351.5,90.0,11.0,11.0,True,Provincial Purchasing &amp; Licensing:
364.1,108.0,11.0,11.0,False,of electronic content on a consortia basis for all member libraries
389.5,90.0,11.0,11.0,True,Technological Support:
402.2,108.0,11.0,11.0,False,of common standards for the preservation and archiving local digital content
414.8,108.0,11.0,11.0,False,of a common interface to ODL resources and services that can be imbedded in local
427.4,108.0,11.0,11.0,False,library web sites
469.5,90.0,11.0,11.0,False,What could the ODL really mean?
494.9,90.0,11.0,11.0,True,For each Ontario citizen it could mean:
507.8,162.0,11.0,11.0,False,One local point of entry to access seamless electronic library services and
520.4,162.0,11.0,11.0,False,"resources for their personal, educational and professional needs;"
533.1,162.0,11.0,11.0,False,"Access to credible, high-quality, user-friendly electronic services through their"
545.7,162.0,11.0,11.0,False,"community, school, or academic library;"
558.3,162.0,11.0,11.0,False,Confidence that the electronic services and sources they &#x2013; and their children
571.0,162.0,11.0,11.0,False,"&#x2013; are using are safe, valid, and bringing them both global and local"
583.6,162.0,11.0,11.0,False,perspectives;
596.3,162.0,11.0,11.0,False,Electronic information and tools that enhance job skills and the learning
608.9,162.0,11.0,11.0,False,experience
633.4,90.0,11.0,11.0,True,For each Ontario student it could mean:
646.2,162.0,11.0,11.0,False,"One local point of entry to quality, curriculum- based electronic information"
658.8,162.0,11.0,11.0,False,resources and services
671.5,162.0,11.0,11.0,False,"Connection to their individual educational environment, whether at the"
684.1,162.0,11.0,11.0,False,"elementary, secondary or post-secondary levels"
733.7,516.6,9.0,9.0,False,5
