top,left,line_height,font_size,bold,text
73.3,90.0,11.0,11.0,False,was incorporated in 1997 as a province-wide library consortium. TAL works collaboratively
85.9,90.0,11.0,11.0,False,with its members to promote universal access to materials and resources in more than 250
98.6,90.0,11.0,11.0,False,"public, post-secondary, special, government and regional libraries. Unlike ODL, TAL does"
111.2,90.0,11.0,11.0,False,"not include elementary or secondary schools. However, the timeline and funding we are"
123.9,90.0,11.0,11.0,False,proposing for ODL is comparable to TAL&#x2018;s experience. TAL&#x2019;s business planning took several
136.5,90.0,11.0,11.0,False,years. TAL&#x2019;s implementation plan was supported by 8 million dollars in provincially shared
149.1,90.0,11.0,11.0,False,"funding, spread over three years, later revised to 15 million dollars over 4 years. Not only is"
161.8,90.0,11.0,11.0,False,"Alberta&#x2019;s population 30% of Ontario&#x2019;s, TAL does not include elementary or secondary"
174.4,90.0,11.0,11.0,False,schools as partners; it has 250 member libraries. ODL envisions universal access for all
187.1,90.0,11.0,11.0,False,"10,000,000 Ontarians, with more than 5000 Ontario libraries as partners. Although ODL can"
199.7,90.0,11.0,11.0,False,"learn from TAL&#x2019;s practices, the scope of planning and implementing ODL is much larger than"
212.3,90.0,11.0,11.0,False,TAL.
237.7,90.0,11.0,11.0,False,The ODL will be a partnership-based organization providing seamless electronic information
250.4,90.0,11.0,11.0,False,services and resources to the citizens of Ontario. It will use local libraries as the entry point for
263.0,90.0,11.0,11.0,False,common resources The ODL will recognize the unique responsibilities and needs of public
275.7,90.0,11.0,11.0,False,"libraries, school libraries, college and university libraries and special libraries. The ODL"
288.3,90.0,11.0,11.0,False,"envisions a digital network of information resources, allowing members to collaborate when"
300.9,90.0,11.0,11.0,False,there is mutual benefit and to support the common mandates of local libraries.
325.6,90.0,11.0,11.0,False,The principles which will define and guide the ODL are:
350.2,90.0,11.0,11.0,True,Equitable access for all Ontarians:
374.9,108.0,11.0,11.0,False,"We will bring consistent, high-quality electronic resources and services to 10 million"
387.5,108.0,11.0,11.0,False,Ontario citizens
412.1,108.0,11.0,11.0,False,We will eliminate barriers to the access to information and create more consistent
424.8,108.0,11.0,11.0,False,services for library clients.
449.4,90.0,11.0,11.0,True,Shared decision-making and accountability:
474.1,108.0,11.0,11.0,False,We will facilitate consensus among members regarding ODL&#x2019;s portfolio of electronic
486.7,108.0,11.0,11.0,False,licenses and services
511.3,108.0,11.0,11.0,False,We will balance the interests and realities of small and large as well as rich and poor
524.1,108.0,11.0,11.0,False,communities and institutions.
548.7,90.0,11.0,11.0,True,Shared governance structure:
573.4,108.0,11.0,11.0,False,We will share decision-making in order to enable the people we serve.
598.0,108.0,11.0,11.0,False,We will work based on an underlying assumption of trust and synergy.
622.6,90.0,11.0,11.0,True,Shared funding:
647.3,108.0,11.0,11.0,False,"We will leverage provincial, institutional, and local dollars to realize economies of scale"
659.9,108.0,11.0,11.0,True,and put Ontario dollars to work for everyone.
684.6,108.0,11.0,11.0,False,We will be willing to pool talents and dollars in order to provide common services that are
697.2,108.0,11.0,11.0,False,truly greater than those that can be maintained by individual institutions.
733.7,516.6,9.0,9.0,False,4
