top,left,line_height,font_size,bold,text
73.4,132.0,11.0,11.0,False,the marketing and communications plan for the ODL
86.0,132.0,11.0,11.0,False,the commitment of all stakeholders to their responsibilities
111.3,90.0,11.0,11.0,False,The process of developing this business plan must be extremely consultative to ensure that
124.0,90.0,11.0,11.0,False,all stakeholders are engaged in creating a synergistic ODL organization. The proposal must
136.6,90.0,11.0,11.0,False,indicate how this consultative process will be approached.
161.9,90.0,11.0,11.0,False,"The business plan for the ODL must address significant issues. There are, for example,"
174.5,90.0,11.0,11.0,False,enormous differences in the financial resources available to libraries mandated to provide
187.2,90.0,11.0,11.0,False,"similar services. Some post-secondary and public libraries, particularly those in large urban"
199.8,90.0,11.0,11.0,False,"areas, have the facilities, funding and technological infrastructure necessary to service their"
212.4,90.0,11.0,11.0,False,"patrons with electronic services and resources.  Many others, particularly in rural regions, do"
225.2,90.0,11.0,11.0,False,not. The proposal must indicate how these issues will be approached.
273.7,96.0,12.0,12.0,False,Milestones
304.1,108.0,11.0,11.0,False,1) A preliminary report will be issued during June 2003.
328.7,108.0,11.0,11.0,False,"2) It is expected that an Interim Report, suitable for distribution to the broader library"
341.4,126.0,11.0,11.0,False,"community will be available by August 1, 2003 and that there will be an opportunity"
354.0,126.0,11.0,11.0,False,for responses to be evaluated.
378.8,108.0,11.0,11.0,False,3) The business plan must be completed and approved by the ODL Steering Committee
391.4,126.0,11.0,11.0,False,"no later than September 30, 2003."
427.2,99.5,12.0,12.0,False,Approach and Specific Proposal Requirements
457.7,90.0,11.0,11.0,False,The firm/consultant (or proposed team of consultants) will be expected to work closely with
470.3,90.0,11.0,11.0,False,the ODL Steering Committee. Terms of reference for the Committee are in the appendix.
483.0,90.0,11.0,11.0,False,"Given the consultative nature of this business planning process, the firm/consultant will also"
495.6,90.0,11.0,11.0,False,be expected to travel and communicate regularly with various stakeholders as well as with
508.2,90.0,11.0,11.0,False,electronic resource publishers/vendors.
533.0,90.0,11.0,11.0,False,The proposal should include the following information:
557.6,108.0,11.0,11.0,False,a) name of the firm/consultant
570.3,108.0,11.0,11.0,False,"b) names of those individuals who will be engaged in this project, their specific"
582.9,108.0,11.0,11.0,False,responsibilities on this project and relevant experience/qualifications
595.5,108.0,11.0,11.0,False,c) description of similar engagements that highlight the firm&#x2019;s experience in business
608.2,108.0,11.0,11.0,False,planning and building stakeholder commitment
620.8,108.0,11.0,11.0,False,d) references with details of work completed for these references
633.5,108.0,11.0,11.0,False,"e) description of the approach that will be used for completing the business plan,"
646.1,108.0,11.0,11.0,False,including a timeline
658.7,108.0,11.0,11.0,False,"f) cost to complete the study including estimated expenses (i.e.: travel, etc.) and payment"
671.4,108.0,11.0,11.0,False,structure
733.7,516.6,9.0,9.0,False,7
