top,left,line_height,font_size,bold,text
76.9,95.4,16.0,16.0,False,Ontario&#x2019;s Libraries
99.4,95.4,16.0,16.0,False,Working Together
166.4,90.0,32.0,32.0,False,RFP: R
166.1,90.1,32.0,32.0,False,RFP: R
166.4,90.3,32.0,32.0,False,RFP: R
166.1,90.3,32.0,32.0,False,RFP: Request f
166.1,209.5,32.0,32.0,False,quest f
166.4,209.7,32.0,32.0,False,quest f
166.1,209.7,32.0,32.0,False,quest for Pr
166.1,332.2,32.0,32.0,False,r Pr
166.4,332.3,32.0,32.0,False,r Pr
166.1,332.3,32.0,32.0,False,r Proposal
166.1,385.4,32.0,32.0,False,oposal
166.4,385.5,32.0,32.0,False,oposal
166.1,385.6,32.0,32.0,False,oposal
250.9,131.8,24.0,24.0,False,To Present a Proposal for Developing
278.5,131.8,24.0,24.0,False,the Business Plan for the Ontario
306.1,131.8,24.0,24.0,False,Digital Library
344.6,238.2,20.0,20.0,False,"March 21, 2003"
697.3,91.7,10.0,10.0,False,"The Ontario Digital Library will make Ontario a better place to study, work and live by ensuring that"
711.2,91.7,10.0,10.0,False,all Ontario citizens have access to the knowledge and learning supports needed to be life-long
725.1,91.7,10.0,10.0,False,learners and effective contributors towards Ontario&#x2019;s prosperity.
