top,left,line_height,font_size,bold,text
111.1,90.0,12.0,12.0,False,Appendix A:  ODL Envisioned Phases &amp; Funding
140.8,90.0,10.0,10.0,True,Phase I:  Business Planning
163.9,90.0,10.0,10.0,True,Timeline: March 2003 &#x2013; September 2003
175.4,90.0,10.0,10.0,True,"Funding Requested: ~$100,000 jointly funded by stakeholder groups and the provincial government."
198.3,90.0,10.0,10.0,True,Result: The ODL business plan
221.5,90.0,10.0,10.0,False,"The first phase will be to build the ODL business plan. This plan will clearly define the ODL&#x2019;s services,"
233.0,90.0,10.0,10.0,False,"funding and governance structures, as well as implementation plans for 2003-2005. It will also secure"
244.5,90.0,10.0,10.0,False,the full commitment of all stakeholders and scope the operational plan for ODL for 2006 and beyond.
267.4,90.0,10.0,10.0,False,"Given the number and diversity of stakeholders involved, the business planning process must be a fully"
279.0,90.0,10.0,10.0,False,consultative approach. To ensure that the planning results in a workable plan with the full commitment
290.5,90.0,10.0,10.0,False,"of all stakeholders it must have competent, dedicated staffing and monies for the travel and"
302.0,90.0,10.0,10.0,False,communication components so critical in a consultative process.
336.3,90.0,10.0,10.0,True,Phase II: Implementing and Transitioning
359.4,90.0,10.0,10.0,True,Timeline: April 2004 &#x2013; December 2006
370.9,90.0,10.0,10.0,True,Funding Requested: Funding from other states and provinces suggest that the ODL could receive
382.4,90.0,10.0,10.0,False,"funding of up to $50 Million (over 3 years). Funding to be provided partnership of government, library"
393.8,90.0,10.0,10.0,False,stakeholders and other interested parties.
416.9,90.0,10.0,10.0,True,Result: The ODL is implemented and validated
440.0,90.0,10.0,10.0,False,The second phase will be to implement the ODL based on the business plan. This phase recognizes
451.5,90.0,10.0,10.0,False,that for ODL to be optimally successful libraries must transition to a new way of doing business and
462.9,90.0,10.0,10.0,False,providing services. The transition must occur while libraries continue to provide existing services and
474.5,90.0,10.0,10.0,False,"respond to current challenges. This implementation phase will funded by a partnership of government,"
486.0,90.0,10.0,10.0,False,library stakeholders and other interested parties as a means to quickly jumpstart the ODL.
509.0,90.0,10.0,10.0,False,The seed money requested will allow libraries to realign their budgets and services as the infrastructure
520.4,90.0,10.0,10.0,False,"and content of the ODL is created and secured. Some of the funding will be new money, although there"
531.8,90.0,10.0,10.0,False,is every indication that existing budgets and methods of operating may be modified as a result of
543.4,90.0,10.0,10.0,False,"recommendations. During this phase the polices, procedures, governance structures and accountability"
555.0,90.0,10.0,10.0,False,"mechanisms of the ODL will be put in place. Pilot projects will be initiated, evaluated and expanded."
566.5,90.0,10.0,10.0,False,"Information resources will be identified, contracts for these resources will be negotiated and resources"
578.0,90.0,10.0,10.0,False,will be made deployed through the ODL. Regular evaluation during this phase will ensure the ODL is
589.6,90.0,10.0,10.0,False,achieving its objectives and is accountable to its key communities.
612.4,90.0,10.0,10.0,True,Phase III: Operating and Growing the ODL
635.4,90.0,10.0,10.0,True,Timeline: January 2007 -
646.9,90.0,10.0,10.0,True,Funding: $50 Million annually ($35 Million requested from government)
669.8,90.0,10.0,10.0,True,Result: The ODL is fully operational and sustainable
693.0,90.1,10.0,10.0,False,In the third phase the ODL moves into the operational stage. Ontarians will experience the full benefits
704.5,90.1,10.0,10.0,False,of the initiative and libraries will consolidate support around the ODL to grow resources and extend
733.7,516.6,9.0,9.0,False,9
