top,left,line_height,font_size,bold,text
96.1,96.0,12.0,12.0,False,Appendix B:
96.1,198.0,12.0,12.0,False,ODL Steering Committee Terms of Reference
137.8,90.0,10.0,10.0,True,1. Preamble
161.0,95.8,10.0,10.0,False,Implementation of the Ontario Digital Library (ODL) requires a detailed business plan to be developed
172.4,95.8,10.0,10.0,False,and supported by its diverse stakeholder communities (see: www.odl.on.ca).  The business
183.9,95.8,10.0,10.0,False,"development planning and commitment process will be overseen by a Steering Committee, who are"
195.4,95.8,10.0,10.0,False,accountable to potential ODL funders including  the Province of Ontario.
218.4,90.0,10.0,10.0,True,2. Terms of Reference
241.4,95.8,10.0,10.0,False,"In broad terms, the ODL Business Plan Steering Committee is responsible for development of the"
252.9,95.8,10.0,10.0,False,"business plan, securing sector support, and management of the planners and process.  Specific"
264.4,95.8,10.0,10.0,False,responsibilities include:
287.5,95.8,10.0,10.0,False,"2.1 developing a detailed business plan for the three-year implementation phase of the ODL, including"
298.9,131.8,10.0,10.0,False,"governance, management, funding model and structure, organizational structure, marketing,"
310.4,131.8,10.0,10.0,False,"staffing, and evaluation;"
321.9,95.8,10.0,10.0,False,"2.2 consulting with and reporting to stakeholder communities, to ensure open, consistent and two-way"
333.5,131.8,10.0,10.0,False,"communication, and to ensure meaningful opportunities for stakeholder input into decision-"
345.0,131.8,10.0,10.0,False,making;
356.5,95.8,10.0,10.0,False,2.3 recruiting and managing the business planner(s);
367.9,95.8,10.0,10.0,False,"2.4 defining terms of reference and resource parameters for business planner(s), and authorizing"
379.4,131.8,10.0,10.0,False,expenditures;
391.0,95.8,10.0,10.0,False,2.5 serving as a focus group for business planner(s) to test ideas;
402.5,95.8,10.0,10.0,False,2.6 providing signoff for business planner(s) at key decision points of business plan development;
414.0,95.8,10.0,10.0,False,"2.7 securing commitment from library, government, and institutional stakeholders for implementation"
425.5,131.8,10.0,10.0,False,of the business plan;
436.9,95.8,10.0,10.0,False,2.8 presenting the business plan to funders
448.5,95.8,10.0,10.0,False,2.9 undertaking advocacy efforts to promote the ODL to the broader communities including library
460.0,131.8,10.0,10.0,False,and education communities.
482.9,90.0,10.0,10.0,True,3. Membership
505.9,95.8,10.0,10.0,False,"Each of the four sectors, Schools, Colleges, Universities, and Public Libraries can appoint up to two"
517.5,95.8,10.0,10.0,False,representatives to the steering committee
540.5,95.8,10.0,10.0,False,3.1 Schools:
552.0,126.0,10.0,10.0,False,- Ontario School Library Association (OSLA) and The Association of Library Consultants and
563.3,126.0,10.0,10.0,False,Coordinators of Ontario (TALCO)  (Executive Council of OSLA to name representative in
574.8,126.0,10.0,10.0,False,consultation with TALCO)
586.5,95.8,10.0,10.0,False,3.2 Universities:
597.9,126.0,10.0,10.0,False,- Ontario Council of University Libraries (OCUL) (OCUL to name)
609.5,95.8,10.0,10.0,False,3.3 Colleges:
620.9,126.0,10.0,10.0,False,"- Bibliocentre, and Heads of Libraries and Learning Resources (UAG and HLLR to name)"
632.4,95.8,10.0,10.0,False,3.4 Public libraries:
644.0,126.0,10.0,10.0,False,"- Administrators of Medium-sized Public Libraries of Ontario (AMPLO), Administrators of Rural"
655.5,126.0,10.0,10.0,False,"Urban Public Libraries of Ontario (ARUPLO), Administrators of Small Public Libraries of"
667.0,126.0,10.0,10.0,False,Ontario (ASPLO) and Chief Executives of Large-sized Public Libraries of Ontario (CELPLO)
678.4,126.0,10.0,10.0,False,"(Executives of AMPLO, ARUPLO, ASPLO and CELPLO to name)"
733.7,511.1,9.0,9.0,False,11
733.9,510.9,9.0,9.0,False,11
733.9,511.1,9.0,9.0,False,11
733.7,510.9,9.0,9.0,False,11
