top,left,line_height,font_size,bold,text
62.7,430.8,10.0,10.0,False,Qualifications
62.7,493.5,10.0,10.0,False,Board
109.9,70.9,10.0,10.0,False,"Chapter 2: Fundamental Agile Testing Principles, Practices, and Processes"
122.1,88.9,10.0,10.0,False,&#xf0b7;
122.1,106.3,10.0,10.0,False,The tester should be able to describe the differences between testing activities in Agile projects
133.7,106.9,10.0,10.0,False,and non-Agile projects.
145.8,88.9,10.0,10.0,False,&#xf0b7;
145.8,106.3,10.0,10.0,False,The tester should be able to describe how development and testing activities are integrated in
157.3,106.9,10.0,10.0,False,Agile projects.
169.5,88.9,10.0,10.0,False,&#xf0b7;
169.5,106.3,10.0,10.0,False,The tester should be able to describe the role of independent testing in Agile projects.
181.7,88.9,10.0,10.0,False,&#xf0b7;
181.7,106.3,10.0,10.0,False,The tester should be able to describe the tools and techniques used to communicate the status of
193.2,106.9,10.0,10.0,False,"testing in an Agile project, including test progress and product quality."
205.3,88.9,10.0,10.0,False,&#xf0b7;
205.3,106.3,10.0,10.0,False,The tester should be able to describe the process of evolving tests across multiple iterations and
216.8,106.9,10.0,10.0,False,explain why test automation is important to manage regression risk in Agile projects.
229.1,88.9,10.0,10.0,False,&#xf0b7;
229.1,106.3,10.0,10.0,False,"The tester should understand the skills (people, domain, and testing) of a tester in an Agile team."
241.2,88.9,10.0,10.0,False,&#xf0b7;
241.2,106.3,10.0,10.0,False,The tester should be able to understand the role of a tester within an Agile team.
264.1,70.9,10.0,10.0,False,"Chapter 3: Agile Testing Methods, Techniques, and Tools"
276.4,88.9,10.0,10.0,False,&#xf0b7;
276.4,106.3,10.0,10.0,False,"The tester should be able to recall the concepts of test-driven development, acceptance test-"
287.9,106.9,10.0,10.0,False,"driven development, and behavior-driven development."
300.1,88.9,10.0,10.0,False,&#xf0b7;
300.1,106.3,10.0,10.0,False,The tester should be able to recall the concepts of the test pyramid.
312.3,88.9,10.0,10.0,False,&#xf0b7;
312.3,106.3,10.0,10.0,False,The tester should be able to summarize the testing quadrants and their relationships with testing
323.7,106.9,10.0,10.0,False,levels and testing types.
335.9,88.9,10.0,10.0,False,&#xf0b7;
335.9,106.3,10.0,10.0,False,"For a given Agile project, the tester should be able to work as a tester in a Scrum team."
348.2,88.9,10.0,10.0,False,&#xf0b7;
348.2,106.3,10.0,10.0,False,The tester should be able to assess quality risks within an Agile project.
360.3,88.9,10.0,10.0,False,&#xf0b7;
360.3,106.3,10.0,10.0,False,The tester should be able to estimate testing effort based on iteration content and quality risks.
372.5,88.9,10.0,10.0,False,&#xf0b7;
372.5,106.3,10.0,10.0,False,The tester should be able to interpret relevant information to support testing activities.
384.6,88.9,10.0,10.0,False,&#xf0b7;
384.6,106.3,10.0,10.0,False,The tester should be able to explain to business stakeholders how to define testable acceptance
396.1,106.9,10.0,10.0,False,criteria.
408.3,88.9,10.0,10.0,False,&#xf0b7;
408.3,106.3,10.0,10.0,False,"Given a user story, the tester should be able to write acceptance test-driven development test"
419.8,106.9,10.0,10.0,False,cases.
432.1,88.9,10.0,10.0,False,&#xf0b7;
432.1,106.3,10.0,10.0,False,"For both functional and non-functional behavior, the tester should be able to write test cases using"
443.5,106.9,10.0,10.0,False,black box test design techniques based on given user stories.
455.7,88.9,10.0,10.0,False,&#xf0b7;
455.7,106.3,10.0,10.0,False,The tester should be able to perform exploratory testing to support the testing of an Agile project.
467.8,88.9,10.0,10.0,False,&#xf0b7;
467.8,106.3,10.0,10.0,False,The tester should be able to recall different tools available to testers according to their purpose
479.4,106.9,10.0,10.0,False,and to activities in Agile projects.
720.1,267.6,10.0,10.0,False,Page 11 of 12
