top,left,line_height,font_size,bold,text
110.6,70.9,16.0,16.0,True,Revision History
140.5,74.4,10.0,10.0,True,Version
140.5,146.4,10.0,10.0,True,Date
140.5,278.7,10.0,10.0,True,Remarks
152.9,74.4,10.0,10.0,False,0.1
152.9,146.4,10.0,10.0,False,18 JUNE 2013
152.9,278.7,10.0,10.0,False,Initial version
165.1,74.4,10.0,10.0,False,0.2
165.1,146.4,10.0,10.0,False,23 JULY 2013
165.1,278.7,10.0,10.0,False,WG reviewed and confirmed
177.3,74.4,10.0,10.0,False,0.3
177.3,146.4,10.0,10.0,False,6 NOV 2013
177.3,278.7,10.0,10.0,False,amended population and diagram
189.6,74.4,10.0,10.0,False,0.7
189.6,146.4,10.0,10.0,False,11 DEC 2013
189.6,278.7,10.0,10.0,False,Amended Business Outcomes and Chapters matching
201.8,74.4,10.0,10.0,False,0.8
201.8,146.4,10.0,10.0,False,20 DEC 2013
201.8,278.7,10.0,10.0,False,Working group updates on 0.7
214.1,74.4,10.0,10.0,False,1.0
214.1,146.4,10.0,10.0,False,31 MAY 2014
214.1,278.7,10.0,10.0,False,GA release for Agile Extension
720.1,270.2,10.0,10.0,False,Page 3 of 12
