top,left,line_height,font_size,bold,text
121.5,70.9,16.0,16.0,True,3. Overview of the Foundation Level Extension &#x2013; Agile Tester
140.0,106.9,16.0,16.0,True,Syllabus
189.4,70.9,14.0,14.0,False,3.1 Business Outcomes
212.5,70.9,10.0,10.0,False,This section lists the Business Outcomes expected of a candidate who has achieved the Foundation Level
224.0,70.9,10.0,10.0,False,Extension &#x2013; Agile Tester certification.
247.0,70.9,10.0,10.0,False,An Agile Tester can&#x2026;
270.0,107.8,10.0,10.0,False,AFM1
270.0,145.3,10.0,10.0,False,Collaborate in a cross-functional Agile team being familiar with principles and basic
281.5,145.3,10.0,10.0,False,practices of Agile software development.
304.6,107.8,10.0,10.0,False,AFM2
304.6,145.3,10.0,10.0,False,Adapt existing testing experience and knowledge to Agile values and principles.
329.5,107.8,10.0,10.0,False,AFM3
329.5,145.3,10.0,10.0,False,Support the Agile team in planning test-related activities.
354.6,107.8,10.0,10.0,False,AFM4
354.6,145.3,10.0,10.0,False,Apply relevant methods and techniques for testing in an Agile project.
379.7,107.8,10.0,10.0,False,AFM5
379.7,145.3,10.0,10.0,False,Assist the Agile team in test automation activities.
404.8,107.8,10.0,10.0,False,AFM6
404.8,145.3,10.0,10.0,False,"Assist business stakeholders in defining understandable and testable user stories,"
416.2,145.3,10.0,10.0,False,"scenarios, requirements and acceptance criteria as appropriate."
439.2,107.8,10.0,10.0,False,AFM7
439.2,145.3,10.0,10.0,False,Work and share information with other team members using effective communication
450.7,145.3,10.0,10.0,False,styles and channels.
485.9,70.9,10.0,10.0,False,"In general, a Certified Tester Foundation Level &#x2013; Agile Tester is expected to have acquired the necessary"
497.4,70.9,10.0,10.0,False,skills to working effectively within an Agile team and environment.
534.5,70.9,14.0,14.0,False,3.2 Content
557.6,70.9,10.0,10.0,False,Chapter 1: Agile Software Development
569.8,88.9,10.0,10.0,False,&#xf0b7;
569.8,106.3,10.0,10.0,False,The tester should remember the basic concept of Agile software development based on the Agile
581.2,106.9,10.0,10.0,False,Manifesto.
593.5,88.9,10.0,10.0,False,&#xf0b7;
593.5,106.3,10.0,10.0,False,The tester should understand the advantages of the whole-team approach and the benefits of
604.9,106.9,10.0,10.0,False,early and frequent feedback.
617.1,88.9,10.0,10.0,False,&#xf0b7;
617.1,106.3,10.0,10.0,False,The tester should recall Agile software development approaches.
629.3,88.9,10.0,10.0,False,&#xf0b7;
629.3,106.3,10.0,10.0,False,The tester should be able to write testable user stories in collaboration with developers and
640.7,106.9,10.0,10.0,False,business representatives.
653.0,88.9,10.0,10.0,False,&#xf0b7;
653.0,106.3,10.0,10.0,False,The tester should understand how retrospectives can be used as a mechanism for process
664.4,106.9,10.0,10.0,False,improvement in Agile projects.
676.6,88.9,10.0,10.0,False,&#xf0b7;
676.6,106.3,10.0,10.0,False,The tester should understand the use and purpose of continuous integration.
688.9,88.9,10.0,10.0,False,&#xf0b7;
688.9,106.3,10.0,10.0,False,"The tester should know the differences between iteration and release planning, and how a tester"
700.3,106.9,10.0,10.0,False,adds value in each of these activities.
720.1,267.6,10.0,10.0,False,Page 10 of 12
