top,left,line_height,font_size,bold,text
145.8,151.8,10.0,10.0,True,..........................................................................................................................................
163.2,157.3,10.0,10.0,True,........................................................................................................................................
180.7,323.0,10.0,10.0,True,............................................................................
198.2,358.9,10.0,10.0,True,...............................................................
215.9,195.9,10.0,10.0,False,.....................................................................................................................
227.4,221.8,10.0,10.0,False,............................................................................................................
238.8,201.6,10.0,10.0,False,...................................................................................................................
250.3,201.6,10.0,10.0,False,...................................................................................................................
261.9,247.7,10.0,10.0,False,...................................................................................................
273.4,193.0,10.0,10.0,False,......................................................................................................................
290.8,414.1,10.0,10.0,True,.........................................
308.4,201.6,10.0,10.0,False,.................................................................................................................
319.8,146.9,10.0,10.0,False,....................................................................................................................................
337.2,146.3,10.0,10.0,True,..........................................................................................................................................
354.9,167.1,10.0,10.0,False,.............................................................................................................................
366.4,230.5,10.0,10.0,False,.......................................................................................................
62.7,430.8,10.0,10.0,False,Qualifications
62.7,493.5,10.0,10.0,False,Board
110.6,70.9,16.0,16.0,True,Table of Contents
145.8,70.9,10.0,10.0,True,Revision History
145.8,535.2,10.0,10.0,True,3
163.2,70.9,10.0,10.0,True,Table of Contents
163.2,535.2,10.0,10.0,True,4
180.7,70.9,10.0,10.0,True,1.
180.7,91.0,10.0,10.0,True,Introduction to the Foundation Level Extensions
180.7,535.2,10.0,10.0,True,6
198.2,70.9,10.0,10.0,True,2.
198.2,91.0,10.0,10.0,True,Introduction to Foundation Level Agile Tester Extension
198.2,535.2,10.0,10.0,True,7
215.9,80.9,10.0,10.0,False,2.1
215.9,110.9,10.0,10.0,False,Intended Audience
215.9,535.2,10.0,10.0,False,7
227.4,80.9,10.0,10.0,False,2.2
227.4,110.9,10.0,10.0,False,Career Paths for Testers
227.4,535.2,10.0,10.0,False,7
238.8,80.9,10.0,10.0,False,2.3
238.8,110.9,10.0,10.0,False,Learning Objectives
238.8,535.2,10.0,10.0,False,7
250.3,80.9,10.0,10.0,False,2.4
250.3,110.9,10.0,10.0,False,Entry Requirements
250.3,535.2,10.0,10.0,False,8
261.9,80.9,10.0,10.0,False,2.5
261.9,110.9,10.0,10.0,False,Structure and Course Duration
261.9,535.2,10.0,10.0,False,8
273.4,80.9,10.0,10.0,False,2.6
273.4,110.9,10.0,10.0,False,Keeping It Current
273.4,535.2,10.0,10.0,False,9
290.8,71.0,10.0,10.0,True,3.
290.8,91.0,10.0,10.0,True,Overview of the Foundation Level Extension &#x2013; Agile Tester Syllabus
290.8,529.5,10.0,10.0,True,10
308.4,80.9,10.0,10.0,False,3.1
308.4,110.9,10.0,10.0,False,Business Outcomes
308.4,529.5,10.0,10.0,False,10
319.8,80.9,10.0,10.0,False,3.2
319.8,110.9,10.0,10.0,False,Content
319.8,529.5,10.0,10.0,False,10
337.2,70.9,10.0,10.0,True,4.
337.2,91.0,10.0,10.0,True,References
337.2,529.5,10.0,10.0,True,12
354.9,80.9,10.0,10.0,False,4.1
354.9,110.9,10.0,10.0,False,Trademarks
354.9,529.6,10.0,10.0,False,12
366.4,80.9,10.0,10.0,False,4.2
366.4,110.9,10.0,10.0,False,Documents and Web Sites
366.4,529.6,10.0,10.0,False,12
720.1,270.2,10.0,10.0,False,Page 4 of 12
